"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","IntroCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","HappyAnim","HappyLoopAnim","SadAnim","SadLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","IntroAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","SadFace","SadLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","SecondaryProjectile","UltiProjectile","MainAttackEffect","UltiAttackEffect","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","UltiLoopEffect","UltiLoopEffect2","AreaEffect","AreaEffectStarPower","AreaEffectAttack","SpawnedItem","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","BoneEffect1","BoneEffect2","BoneEffect3","BoneEffect4","BoneEffectUse","AutoAttackProjectile","ProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","MoveEffect","StillEffect","ChargedShotEffect","DisableHeadRotation"
"RoboWarsBaseDefault","RoboWarsBase","siege_base.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"RoboWarsBaseIdle","RoboWarsBaseIdle","RoboWarsBaseAttack","RoboWarsBaseIdle","RoboWarsBaseAttack",,"RoboWarsBaseIdle",,"RoboWarsBaseIdle","RoboWarsBaseIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RosaDefault","Rosa","rosa_geo.scw",,,"rosa_base_cam.scw","emz_intro_pose.scw",,"RosaIdle","RosaWalk","RosaAttack","RosaIdle","RosaAttackRecoil","RosaAttackRecoil2","RosaUltRecoil","RosaUltRecoil2",,"RosaIdle","RosaWin","RosaWinloop","RosaLose","RosaLoseloop","RosaIdle","RosaWin","RosaWinloop","RosaWin","RosaIdle","RosaIdle","RosaProfile","RosaProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCart","Train0","mine_cart.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShamanShiba","Shaman","nita_shiba_geo.scw",,,"nita_base_cam.scw","emz_intro_pose.scw",,"ShamanShibaIdle","ShamanShibaWalk","ShamanAttack","ShamanSecondary","ShamanRecoil",,"ShamanRecoil",,"ShamanReload","ShamanPushback","ShamanShibaWin","ShamanShibaWinloop","ShamanLose","ShamanLoseloop","ShamanIdle","ShamanShibaWin","ShamanShibaWinloop","ShamanShibaWin","ShamanShibaIdle","ShamanShibaIdle","ShamanProfile","ShamanProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShamanBearShiba","ShamanPet","bear_shiba_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"BearShibaIdle","BearWalk","BearAttack","BearShibaIdle","BearRecoil",,"BearShibaIdle",,"BearIdle","BearPushback","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nita_003_ulti_spawn",,,,,,,,,,,,,,,,,,,,,,,,,
"BaseballDefault","Baseball","bibi_geo.scw",,,"bibi_base_cam.scw","emz_intro_pose.scw",,"BibiIdle","BibiWalk","BibiPrimary","BibiSecondary","BibiRecoil",,"BibiRecoil2",,,"BibiPushback","BibiWin","BibiWinloop","BibiLose","BibiLoseloop","BibiIdle","BibiWin","BibiWinloop","BibiWin","BibiIdle","BibiIdle","BibiProfile","BibiProfile",,,,,,"Bibi_Idle","Bibi_Idle","Bibi_Win","Bibi_Idle","Bibi_Idle","Bibi_Idle","Bibi_Idle","Bibi_Win","Bibi_Idle","Bibi_Idle","Bibi_Idle","Bibi_Idle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCartB","Train1","mine_cart_b.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCartC","Train2","mine_cart_c.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCartD","Train3","mine_cart_d.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MineCartE","Train4","mine_cart_e.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClusterBombDefault","ClusterBombDude","tick_geo.scw",,,"tick_base_cam.scw","emz_intro_pose.scw",,"TickIdle","TickWalk","TickPrimary","TickSecondary","TickRecoil",,"TickUltRecoil",,"TickIdle","TickIdle","TickWin","TickWinloop","TickLose","TickLoseloop","TickIdle","TickWin","TickWinloop","TickWin","TickIdle","TickIdle","TickProfile","TickProfile",,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClusterBombPetDefault","ClusterBombPet","bombhead_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle",,"BombheadIdle",,"BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle","BombheadIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArtilleryGalBunny","ArtilleryDude","penny_bunny_geo.scw",,,"penny_base_cam.scw","emz_intro_pose.scw",,"ArtilleryGalIdle","ArtilleryGalBunnyWalk","ArtilleryGalPrimary","ArtilleryGalUltiAttack","ArtilleryGalRecoil",,"ArtilleryGalUltiRecoil",,"ArtilleryGalReload","ArtilleryGalPushback","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalLose","ArtilleryGalBunnyLoseloop","ArtilleryGalIdle","ArtilleryGalBunnyWin","ArtilleryGalBunnyWinloop","ArtilleryGalBunnyWin","ArtilleryGalIdle","ArtilleryGalIdle","ArtilleryGalProfile","ArtilleryGalProfile",,,,,,"PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace","PennyFace",,,,,,"Penny003Projectile",,"Penny003UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArtilleryTurretBunny","ArtilleryDudeTurret","bunny_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnyAttack",,"ArtilleryBunnyIdle",,"ArtilleryBunnyIdle","ArtilleryBunnyIdle","ArtilleryBunnySpawn","ArtilleryBunnyIdle",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu",,"ArtilleryBunnyIdleMenu","ArtilleryBunnyIdleMenu","ArtilleryIdle","ArtilleryIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"penny_003_ulti_spawn",,,,,,,,,,,,,,,,,,,,,,,,,
"BarkeepMs","Barkeep","barley_ms_geo.scw",,,"barley_base_cam.scw","barley_bakesale_intro_pose.scw",,"BarkeepMsIdle","BarkeepMsWalk","BarkeepMsPrimary","BarkeepMsSecondary","BarkeepMsPrimary",,"BarkeepMsPrimary",,"BarkeepMsReload","BarkeepPushback","BarkeepMsWin","BarkeepMsIdle","BarkeepMsLose","BarkeepMsLoseloop","BarkeepMsIdle","BarkeepMsWin","BarkeepMsIdle","BarkeepMsWin","BarkeepMsIdle","BarkeepMsIdle","BarkeepMsProfile","BarkeepMsIntro",,,,"BarkeepSecondary","BarkeepRecoil","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsLose","BarleyMsLoseloop","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace","BarleyMsFace",,,,,,"Barley005Projectile",,"Barley005UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RocketGirlHotrod","RocketGirl","brock_hotrod_geo.scw",,,"brock_base_cam.scw","emz_intro_pose.scw",,"BrockHotrodIdle","BrockHotrodWalk","BrockHotrodPrimary","BrockHotrodSecondary","BrockHotrodRecoil",,"BrockHotrodRecoil2",,"BrockHotrodIdle","BrockHotrodPushback","BrockHotrodWin","BrockHotrodWinloop","BrockHotrodLose","BrockHotrodLoseloop","BrockHotrodIdle","BrockHotrodWin","BrockHotrodWinloop","BrockHotrodIdle","BrockHotrodIdle","BrockHotrodIdle","BrockProfile","BrockProfile",,,,,,,,,,,,,,,,,,,,,,,"Brock003Projectile",,"Brock003UltiProjectile","brock_003_atk","brock_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WhirlwindHotrod","Whirlwind","carl_hotrod_geo.scw",,,"carl_hotrod_cam.scw","emz_intro_pose.scw",,"CarlHotrodIdle","CarlHotrodWalk","CarlHotrodAttack","CarlHotrodSecondary","CarlHotrodAttackRecoil",,"CarlHotrodSecondaryRecoil",,"CarlHotrodReload","CarlHotrodIdle","CarlHotrodWin","CarlHotrodWinloop","CarlHotrodLose","CarlHotrodLoseloop","CarlHotrodIdle","CarlHotrodWin","CarlHotrodWinloop","CarlHotrodWin","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodProfile","CarlHotrodProfile",,,,,,"CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodAngry","CarlHotrodAngryloop","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle","CarlHotrodIdle",,,,,,"Carl002Projectile",,,,,,,,,,,"carl_002_ulti_loop","carl_002_ulti_ground",,,,,,,,,,,,,,,,,,,,,,,
"BarkeepLumberjack","Barkeep","barley_lumberjack_geo.scw",,,"barley_base_cam.scw","emz_intro_pose.scw",,"BarkeepLumberjackIdle","BarkeepLumberjackWalk","BarkeepLumberjackPrimary","BarkeepLumberjackSecondary","BarkeepLumberjackRecoil",,"BarkeepLumberjackRecoil",,"BarkeepLumberjackReload","BarkeepLumberjackPushback","BarkeepLumberjackWin","BarkeepLumberjackWinloop","BarkeepLumberjackLose","BarkeepLumberjackLoseloop","BarkeepLumberjackIdle","BarkeepLumberjackWin","BarkeepLumberjackIdle","BarkeepLumberjackWin","BarkeepLumberjackIdle","BarkeepLumberjackIdle","BarkeepLumberjackProfile","BarkeepLumberjackProfile",,,,"BarkeepSecondary","BarkeepRecoil",,,,,,,,,,,,,,,,,,"Barley004Projectile",,"Barley004UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BoMecha","BowDude","bo_mecha_geo.scw",,,"bo_mecha_cam.scw","emz_intro_pose.scw",,"BoMechaIdle","BoMechaWalk","BoMechaAttack","BoMechaSecondary","BoMechaRecoil","BoMechaRecoil","BoMechaRecoil2","BoMechaRecoil2","BoMechaIdle","BoMechaPushback","BoMechaWin","BoMechaWinloop","BoMechaLose","BoMechaLoseloop","BoMechaIdle","BoMechaWin","BoMechaWinloop","BoMechaWin","BoMechaIdle","BoMechaIdle","BoMechaProfile","BoMechaProfile",,,,,,,,,,,,,,,,,,,,,,"true","Bow002Projectile",,"Bow002UltiProjectile","bo_002_atk","bo_002_ulti",,,,,,,,,,,,"MineMecha","Mech_Bo_kill","Mech_Bo_lead","Mech_Bo_start","Mech_Bo_ulti_vo","Mech_Bo_hurt","Mech_Bo_die","Mech_Bo_atk_vo",,,,,,,,,,,,
"CrowMecha","Crow","crow_mecha_geo.scw",,,"crow_mecha_cam.scw","emz_intro_pose.scw",,"CrowMechaIdle","CrowMechaWalk","CrowMechaPrimary","CrowMechaSecondary","CrowMechaRecoil",,"CrowMechaIdle",,"CrowMechaReload","CrowMechaPushback","CrowMechaWin","CrowMechaWinloop","CrowMechaLose","CrowMechaLoseloop","CrowMechaIdle","CrowMechaWin","CrowMechaWinloop","CrowMechaWin","CrowMechaIdle","CrowMechaIdle","CrowMechaProfile","CrowMechaProfile",,,,,,,,,,,,,,,,,,,,,,,"Crow002Projectile",,"Crow002UltiProjectile","crow_002_attack",,,,"crow_002_ulti",,,,,,,,,,"RoboCrow_Kill","RoboCrow_Lead","RoboCrow_Start","RoboCrow_Ulti_vo","RoboCrow_Takedamage","RoboCrow_Die",,,,,,,,,,,,,
"Cactusmecha","Cactus","spike_mecha_geo.scw",,,"spike_base_cam.scw","emz_intro_pose.scw",,"SpikeIdle","SpikeMechaWalk","SpikePrimary","SpikeSecondary","SpikeRecoil",,"SpikeRecoil2",,"SpikeReload","SpikeIdle","SpikeMechaWin","SpikeMechaWinloop","SpikeMechaLose","SpikeMechaLoseloop","SpikeIdle","SpikeMechaWin","SpikeMechaWinloop","SpikeMechaWin","SpikeIdle","SpikeIdle","SpikeProfile","SpikeProfile",,,,,,,,,,,,,,,,,,,,,,,"Spike003Projectile",,"Spike003UltiProjectile","cactus_003_attack","cactus_003_attack_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TntDudeMecha","TntDude","dynamike_mecha_geo.scw",,,"dynamike_base_cam.scw","emz_intro_pose.scw",,"TntDudeMechaIdle","TntDudeMechaWalk","TntDudeMechaPrimary","TntDudeMechaSecondary","TntDudeMechaRecoil",,"TntDudeMechaSecondaryRecoil",,"TntDudeMechaIdle","TntguyPushback","TntDudeMechaWin","TntDudeMechaWinloop","TntDudeMechaLose","TntDudeMechaLoseloop","TntDudeMechaIdle","TntDudeMechaWin","TntDudeMechaWinloop","TntDudeMechaWin","TntDudeMechaIdle","TntDudeMechaIdle","TntDudeMechaProfile","TntDudeMechaProfile",,,,,,"DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboLose","DynamikeRoboLoseloop","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace","DynamikeRoboFace",,,,"true","true","Mike004Projectile",,"Mike004UltiProjectile","mech_mike_atk",,,,"dynamike_003_ulti_use",,,,,,,,,,"Mech_Mike_kill_vo","Mech_Mike_lead_vo","Mech_Mike_start_vo","Mech_Mike_ulti_vo","Mech_Mike_hurt_vo","Mech_Mike_die_vo",,,,,,,,,,,,,
"WhirlwindHogrider","Whirlwind","carl_hogrider_geo.scw",,,"carl_hogrider_cam.scw","emz_intro_pose.scw",,"CarlHogriderIdle","CarlHogriderWalk","CarlHogriderAttack","CarlHogriderSecondary","CarlHogriderAttackRecoil",,"CarlHogriderSecondaryRecoil",,"CarlHogriderReload","CarlHogriderIdle","CarlHogriderWin","CarlHogriderWinloop","CarlHogriderLose","CarlHogriderLoseloop","CarlHogriderIdle","CarlHogriderWin","CarlHogriderWinloop","CarlHogriderWin","CarlHogriderIdle","CarlHogriderIdle","CarlHogriderProfile","CarlHogriderProfile",,,,,,"CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlAngry","CarlAngryloop","CarlIdle","CarlIdle","CarlIdle","CarlIdle","CarlProfile","CarlIdle",,,,,,"Carl003Projectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BallBeach",,"brawl_ball_beach.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcadeDefault","Arcade","8bit_geo.scw",,,"8bit_base_cam.scw","emz_intro_pose.scw",,"8bitIdle","8BitWalk","8bitAttack","8bitIdle","8bitRecoil",,"8bitIdle",,"8bitReload","8bitPushback","8bitWin","8bitWinloop","8bitLose","8bitLoseloop","8bitWinloop","8bitWin","8bitWinloop","8bitWin","8bitIdle","8bitIdle","8bitProfile","8bitProfile",,,,,,"ArcadeFace","ArcadeFace","ArcadeFace","ArcadeFace","ArcadeLose","ArcadeLooseloop","ArcadeFace","ArcadeFace","ArcadeFace",,"ArcadeFace","ArcadeFace",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DamageBoosterDefault","DamageBooster","8bit_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DamageBoosterVirus","DamageBooster","8bit_virus_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretSpawn","8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle",,"8bitTurretIdle",,"8bitTurretIdle","8bitTurretIdle","8bitTurretIdle","8bitTurretIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SniperPink","Sniper","piper_geo.scw",,"piper_gadget_pistol_geo.scw","piper_portrait.scw","emz_intro_pose.scw",,"SniperIdle","SniperWalk","SniperAttack","SniperSecondary","SniperRecoil",,"SniperRecoil",,"SniperReload","SniperPushback","SniperWin","SniperWinloop","SniperLose","SniperLoseloop","SniperIdle","SniperWin","SniperWinloop","SniperWin","SniperIdle","SniperIdle","SniperProfile","SniperProfile",,,,"SniperGadgetPistolAttack","SniperGadgetPistolRecoil","PiperIdleOpen","PiperIdleOpen","PiperWin","PiperWinLoop","PiperIdleClosed","PiperIdleClosed","PiperIdleClosed","PiperWin","PiperWinLoop","PiperIdleClosed","PiperIdleClosed","PiperIdleOpen",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcadeClassic","Arcade","8bit_classic_geo.scw",,,"8bit_base_cam.scw","emz_intro_pose.scw",,"8bitIdle","8BitWalk","8bitAttack","8bitIdle","8bitRecoil",,"8bitIdle",,"8bitReload","8bitPushback","8bitWin","8bitWinloop","8bitLose","8bitLoseloop","8bitWinloop","8bitWin","8bitWinloop","8bitWin","8bitIdle","8bitIdle","8bitProfile","8bitProfile",,,,,,"ArcadeClassicFace","ArcadeClassicFace","ArcadeClassicFace","ArcadeClassicFace","ArcadeLose","ArcadeLooseloop","ArcadeClassicFace","ArcadeClassicFace","ArcadeClassicFace",,"ArcadeClassicFace","ArcadeClassicFace",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NinjaShark","Ninja","shark_leon_geo.scw",,,"leon_base_cam.scw","emz_intro_pose.scw",,"LeonIdle","LeonWalk","LeonAttack","LeonSecondary","LeonRecoil","LeonRecoil2","LeonRecoil",,"LeonReload","LeonPushback","LeonWin","LeonWinloop","LeonLose","LeonLoseloop","LeonIdle","LeonWin","LeonWinloop","LeonWin","LeonIdle","LeonIdle","LeonProfile","LeonProfile",,,,,,"LeonIdle","LeonIdle","LeonWin","LeonWinLoop","LeonLose","LeonLoseLoop","LeonIdle","LeonWin","LeonWinLoop","LeonIdle","LeonIdle","LeonIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackHoleBlue","BlackHole","tara_blue_geo.scw",,,"tara_base_cam.scw","emz_intro_pose.scw",,"TaraIdle","TaraWalk","TaraPrimary","TaraSecondary","TaraRecoil",,"TaraSecondaryRecoil",,"TaraReload","TaraIdle","TaraWin","TaraWinloop","TaraLose","TaraLoseloop","TaraIdle","TaraWin","TaraWinloop","TaraWin","TaraIdle","TaraIdle","TaraProfile","TaraProfile",,,,,,"TaraFaceIdle","TaraFaceIdle","TaraFaceWin","TaraFaceWinLoop","TaraFaceLose","TaraFaceLoseloop","TaraFaceIdle","TaraFaceIdle","TaraFaceIdle","TaraFaceIdle","TaraFaceIdle","TaraFaceIdle",,,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LootBoxMoonFestival",,"crate_powerup_moon_festival.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SandstormDefault","Sandstorm","sandy_geo.scw",,,"sandy_base_cam.scw","emz_intro_pose.scw",,"SandyIdle","SandyWalk","SandyAttack","SandyAttack","SandyRecoil",,"SandyRecoil",,"SandyReload","SandyPushBack","SandyWin","SandyWinloop","SandyLose","SandyLose","SandyIdle","SandyWin","SandyWinloop","SandyWin","SandyIdle","SandyIdle","SandyProfile","SandyProfile",,,,,,"SandyIdle","SandyWalk","SandyWin","SandyWinloop","SandyWinloop","SandyWinloop","SandyIdle","SandyWin","SandyWinloop","SandyIdle","SandyProfile","SandyIdle",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperDefault","BeeSniper","bea_geo.scw",,,"bea_portrait.scw","bea_intro_pose.scw","true","BeaIdle","BeaWalk","BeaAttack","BeaAttack","BeaRecoil",,"BeaRecoil",,"BeaReload","BeaPushback","BeaWin","BeaWinloop","BeaLose","BeaLoseloop","BeaIdle","BeaWin","BeaWinloop","BeaWin","BeaIdle","BeaIdle","BeaPortrait","BeaIntro",,,,,,"BeaIdle",,"BeaHappy","BeaIdle","BeaLose","BeaLoseloop","BeaIdle","BeaHappy","BeaIdle",,,"BeaIdle",,,,"true","true",,,,,"bea_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bea_def_atk_charged",
"BossRaceBossDefault",,"bossbot_geo.scw:body+head+hands",,,"portrait_cam.scw","emz_intro_pose.scw",,"BossBotIdle","BossBotWalk","BossBotIdle","BossBotIdle","BossBotIdle",,"BossBotIdle",,,"BossBotPushback","BossBotWin","BossBotWinloop","BossBotLose","BossBotLoseloop","BossBotIdle","BossBotWin","BossBotWinloop","BossBotWin","BossBotIdle","BossBotIdle","BossBotIdle","BossBotIdle","BossBotIdle","BossBotRecoil","BossBotRecoil2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarkeepWizardRed","Barkeep","barley_wizard_geo.scw",,,"barley_wizard_cam.scw","emz_intro_pose.scw",,"BarkeepWizardIdle","BarkeepWizardWalk","BarkeepWizardPrimary","BarkeepWizardSecondary","BarkeepWizardRecoil",,"BarkeepWizardRecoil",,"BarkeepWizardReload","BarkeepWizardPushback","BarkeepWizardWin","BarkeepWizardWinloop","BarkeepWizardLose","BarkeepWizardLoseloop","BarkeepWizardIdle","BarkeepWizardWin","BarkeepWizardWinloop","BarkeepWizardWin","BarkeepWizardIdle","BarkeepWizardIdle","BarkeepWizardProfile","BarkeepWizardProfile",,,,"BarkeepSecondary","BarkeepRecoil",,,,,,,,,,,,,,,,,,"Barley002Projectile",,"Barley002UltiProjectile","barkeep_wizard_attack","barkeep_wizard_attack_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HookPirate","HookDude","gene_pirate_geo.scw",,,"gene_base_cam.scw","emz_intro_pose.scw",,"GenePirateIdle","GenePirateWalk","GenePirateAttack","GenePirateSecondary","GenePirateAttackRecoil",,"GenePirateSecondaryRecoil",,"GenePirateReload","GenePushback","GenePirateWin","GenePirateWinloop","GenePirateLose","GenePirateLoseloop","GenePirateIdle","GenePirateWin","GenePirateWinloop","GenePirateWin","GenePirateIdle","GenePirateIdle","GeneProfile","GeneProfile",,,,,,,,,,,,,,,,,,,,,"true","true","Gene002Projectile",,"Gene002UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sandstormsleepy","Sandstorm","sleepy_sandy.scw",,,"sandy_base_cam.scw","emz_intro_pose.scw",,"SandyIdle","SandyWalk","SandyAttack","SandyAttack","SandyRecoil",,"SandyRecoil",,"SandyReload","SandyPushBack","SandyWin","SandyWinloop","SandyLose","SandyLose","SandyIdle","SandyWin","SandyWinloop","SandyWin","SandyIdle","SandyIdle","SandyProfile","SandyProfile",,,,,,"SandyIdle","SandyWalk","SandyWin","SandyWinloop","SandyWinloop","SandyWinloop","SandyIdle","SandyWin","SandyWinloop","SandyIdle","SandyProfile","SandyIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MummyDefault","Mummy","emz_geo.scw",,,"emz_base_cam.scw","emz_intro_pose.scw",,"EmzIdle","EmzWalk","EmzPrimary","EmzPrimary","EmzRecoil","EmzSecondary","EmzRecoil","EmzSecondaryRecoil","EmzReload","EmzPushback","EmzWin","EmzWinloop","EmzLose","EmzLoseloop","EmzIdle","EmzWin","EmzWinloop","EmzWin","EmzIdle","EmzIdle","EmzProfile","EmzIntro",,,,,,"EmzIdle","EmzFront","EmzWin","EmzWinLoop","EmzLose","EmzLoseLoop","EmzIdle","EmzWin","EmzWinLoop","EmzIdle","EmzFront","EmzIdle",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sniperrose","Sniper","piper_rose_geo.scw",,"piper_gadget_pistol_geo.scw","piper_portrait.scw","emz_intro_pose.scw",,"SniperIdle","SniperWalk","SniperAttack","SniperSecondary","SniperRecoil",,"SniperRecoil",,"SniperReload","SniperPushback","SniperWin","SniperWinloop","SniperLose","SniperLoseloop","SniperIdle","SniperWin","SniperWinloop","SniperWin","SniperIdle","SniperIdle","SniperProfile","SniperProfile",,,,"SniperGadgetPistolAttack","SniperGadgetPistolRecoil","PiperRoseIdleOpen","PiperRoseIdleOpen","PiperRoseWin","PiperRoseWinLoop","PiperRoseIdleClosed","PiperRoseIdleClosed","PiperRoseIdleClosed","PiperRoseWin","PiperRoseWinLoop","PiperRoseIdleClosed","PiperRoseIdleClosed","PiperRoseIdleOpen",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
